tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,match_date,color,X,Y,Tableau X,Tableau Y,Radius,Stage Group,Result,Opponent,Point ID
2006-560,US Open,Hard,128,G,20060828,125,103819,1,,Roger Federer,R,185,SUI,25.054072553,1,7295,103786,7,,Nikolay Davydenko,R,178,RUS,25.2375085558,6,2175,6-1 7-5 6-4,5,SF,101,4,1,81,54,41,16,15,1,3,2,2,85,60,31,15,14,2,8,2006-08-28,#a56bc5,423.44,237.13,423.44,462.87,9,Semi-Final / Final,Win,Nikolay Davydenko,133
2006-560,US Open,Hard,128,G,20060828,127,103819,1,,Roger Federer,R,185,SUI,25.054072553,1,7295,104053,9,,Andy Roddick,R,188,USA,23.9945242984,10,1890,6-2 4-6 7-5 6-1,5,F,145,17,0,103,63,53,20,19,6,8,7,1,122,80,53,16,18,10,16,2006-08-28,#f1c34a,233.71,66.04,233.71,633.96,11,Title Win,Win,Andy Roddick,134
2007-580,Australian Open,Hard,128,G,20070115,1,103819,1,,Roger Federer,R,185,SUI,25.4373716632,1,8120,103451,,,Bjorn Phau,R,175,GER,27.2826830938,82,483,7-5 6-0 6-4,5,R128,107,7,1,79,56,39,12,14,2,6,3,3,107,52,28,19,14,10,19,2007-01-15,#aeb7c6,9.39,110.75,9.39,589.25,5.5,Early Rounds,Win,Bjorn Phau,135
2007-580,Australian Open,Hard,128,G,20070115,65,103819,1,,Roger Federer,R,185,SUI,25.4373716632,1,8120,102035,,,Jonas Bjorkman,R,183,SWE,34.8145106092,50,743,6-2 6-3 6-2,5,R64,95,7,1,66,42,31,16,13,0,2,2,3,86,52,27,13,12,5,12,2007-01-15,#aeb7c6,77.01,227.82,77.01,472.18,5.5,Early Rounds,Win,Jonas Bjorkman,136
2007-580,Australian Open,Hard,128,G,20070115,97,103819,1,,Roger Federer,R,185,SUI,25.4373716632,1,8120,104022,25,,Mikhail Youzhny,R,183,RUS,24.5585215606,25,1075,6-3 6-3 7-6(5),5,R32,124,7,1,100,53,44,25,15,3,4,7,1,101,55,43,18,15,4,8,2007-01-15,#aeb7c6,99.37,246.74,99.37,453.26,5.5,Early Rounds,Win,Mikhail Youzhny,137
2007-580,Australian Open,Hard,128,G,20070115,113,103819,1,,Roger Federer,R,185,SUI,25.4373716632,1,8120,104925,14,,Novak Djokovic,R,188,SRB,19.65229295,15,1530,6-2 7-5 6-3,5,R16,110,12,1,80,50,40,20,15,1,2,7,2,101,62,38,18,14,3,8,2007-01-15,#49b6c2,372.38,261.83,372.38,438.17,7.2,R16 / Quarter-Final,Win,Novak Djokovic,138
2007-580,Australian Open,Hard,128,G,20070115,121,103819,1,,Roger Federer,R,185,SUI,25.4373716632,1,8120,103990,7,,Tommy Robredo,R,180,ESP,24.7091033539,6,2455,6-3 7-6(2) 7-5,5,QF,140,5,1,96,60,43,21,17,4,8,4,4,117,71,45,17,16,6,12,2007-01-15,#49b6c2,356.26,86.64,356.26,613.36,7.2,R16 / Quarter-Final,Win,Tommy Robredo,139
2007-580,Australian Open,Hard,128,G,20070115,125,103819,1,,Roger Federer,R,185,SUI,25.4373716632,1,8120,104053,6,,Andy Roddick,R,188,USA,24.3778234086,7,2415,6-4 6-0 6-2,5,SF,83,10,2,63,32,26,21,12,0,1,4,2,65,41,22,7,12,0,7,2007-01-15,#a56bc5,446.60,32.63,446.60,667.37,9,Semi-Final / Final,Win,Andy Roddick,140
2007-580,Australian Open,Hard,128,G,20070115,127,103819,1,,Roger Federer,R,185,SUI,25.4373716632,1,8120,103602,10,,Fernando Gonzalez,R,183,CHI,26.4640657084,9,2015,7-6(2) 6-4 6-4,5,F,140,5,1,86,50,41,28,16,0,1,6,3,127,77,53,23,16,7,10,2007-01-15,#f1c34a,501.37,64.94,501.37,635.06,11,Title Win,Win,Fernando Gonzalez,141
2007-520,Roland Garros,Clay,128,G,20070528,1,103819,1,,Roger Federer,R,185,SUI,25.8015058179,1,7515,103188,,,Michael Russell,R,173,USA,29.0732375086,68,557,6-4 6-2 6-4,5,R128,105,6,0,75,53,42,17,14,0,0,1,4,93,73,46,10,14,7,11,2007-05-28,#aeb7c6,155.26,81.33,155.26,618.67,5.5,Early Rounds,Win,Michael Russell,142
2007-520,Roland Garros,Clay,128,G,20070528,65,103819,1,,Roger Federer,R,185,SUI,25.8015058179,1,7515,103693,,WC,Thierry Ascione,R,188,FRA,26.3572895277,168,257,6-1 6-2 7-6(8),5,R64,111,6,0,94,64,47,17,14,3,4,3,5,118,79,48,17,13,16,21,2007-05-28,#aeb7c6,134.64,64.84,134.64,635.16,5.5,Early Rounds,Win,Thierry Ascione,143
2007-520,Roland Garros,Clay,128,G,20070528,97,103819,1,,Roger Federer,R,185,SUI,25.8015058179,1,7515,103808,,,Potito Starace,R,188,ITA,25.8699520876,57,619,6-2 6-3 6-0,5,R32,91,5,2,76,47,39,15,12,3,3,1,2,69,40,20,14,11,5,11,2007-05-28,#aeb7c6,119.23,50.34,119.23,649.66,5.5,Early Rounds,Win,Potito Starace,144
2007-520,Roland Garros,Clay,128,G,20070528,113,103819,1,,Roger Federer,R,185,SUI,25.8015058179,1,7515,104022,13,,Mikhail Youzhny,R,183,RUS,24.9226557153,15,1685,7-6(3) 6-4 6-4,5,R16,145,1,2,100,50,35,33,16,6,8,3,2,110,54,33,31,16,4,8,2007-05-28,#49b6c2,416.00,424.56,416.00,275.44,7.2,R16 / Quarter-Final,Win,Mikhail Youzhny,145
2007-520,Roland Garros,Clay,128,G,20070528,121,103819,1,,Roger Federer,R,185,SUI,25.8015058179,1,7515,103990,9,,Tommy Robredo,R,180,ESP,25.0732375086,9,2100,7-5 1-6 6-1 6-2,5,QF,122,8,0,87,51,42,19,17,5,9,2,2,102,78,43,12,17,4,11,2007-05-28,#49b6c2,533.75,98.46,533.75,601.54,7.2,R16 / Quarter-Final,Win,Tommy Robredo,146
2007-520,Roland Garros,Clay,128,G,20070528,125,103819,1,,Roger Federer,R,185,SUI,25.8015058179,1,7515,103786,4,,Nikolay Davydenko,R,178,RUS,25.9849418207,4,2840,7-5 7-6(5) 7-6(7),5,SF,181,10,3,138,71,56,31,18,14,17,2,5,140,95,60,24,18,11,15,2007-05-28,#a56bc5,704.55,109.34,704.55,590.66,9,Semi-Final / Final,Win,Nikolay Davydenko,147
2007-520,Roland Garros,Clay,128,G,20070528,127,104745,2,,Rafael Nadal,L,185,ESP,20.9828884326,2,5225,103819,1,,Roger Federer,R,185,SUI,25.8015058179,1,7515,6-3 4-6 6-3 6-4,5,F,190,2,1,137,106,74,17,19,16,17,9,1,118,76,50,23,19,6,10,2007-05-28,#a56bc5,482.68,32.98,482.68,667.02,9,Semi-Final / Final,Loss,Rafael Nadal,148
2007-540,Wimbledon,Grass,128,G,20070625,1,103819,1,,Roger Federer,R,185,SUI,25.87816564,1,7290,104559,,,Teymuraz Gabashvili,R,188,RUS,22.0889801506,86,486,6-3 6-2 6-4,5,R128,92,9,0,78,48,35,22,14,1,1,2,3,86,47,26,25,13,8,12,2007-06-25,#aeb7c6,72.25,39.72,72.25,660.28,5.5,Early Rounds,Win,Teymuraz Gabashvili,149
2007-540,Wimbledon,Grass,128,G,20070625,65,103819,1,,Roger Federer,R,185,SUI,25.87816564,1,7290,105223,,,Juan Martin Del Potro,R,198,ARG,18.7515400411,56,619,6-2 7-5 6-1,5,R64,93,5,1,77,45,38,20,14,1,1,1,2,76,41,25,18,13,4,9,2007-06-25,#aeb7c6,93.02,207.61,93.02,492.39,5.5,Early Rounds,Win,Juan Martin Del Potro,150
2007-540,Wimbledon,Grass,128,G,20070625,97,103819,1,,Roger Federer,R,185,SUI,25.87816564,1,7290,103498,26,,Marat Safin,R,193,RUS,27.40862423,24,1125,6-1 6-4 7-6(4),5,R32,99,12,1,86,56,49,15,15,0,1,5,1,89,53,39,15,14,7,11,2007-06-25,#aeb7c6,96.95,36.96,96.95,663.04,5.5,Early Rounds,Win,Marat Safin,151
2007-540,Wimbledon,Grass,128,G,20070625,113,103819,1,,Roger Federer,R,185,SUI,25.87816564,1,7290,103163,13,,Tommy Haas,R,188,GER,29.2265571526,10,1960,W/O,5,R16,,,,,,,,,,,,,,,,,,,,2007-06-25,#49b6c2,213.00,163.15,213.00,536.85,7.2,R16 / Quarter-Final,Win,Tommy Haas,152
2007-540,Wimbledon,Grass,128,G,20070625,121,103819,1,,Roger Federer,R,185,SUI,25.87816564,1,7290,103507,20,,Juan Carlos Ferrero,R,183,ESP,27.3648186174,18,1330,7-6(2) 3-6 6-1 6-3,5,QF,136,15,1,113,67,54,26,18,5,7,3,3,120,79,54,16,19,3,8,2007-06-25,#49b6c2,531.17,238.41,531.17,461.59,7.2,R16 / Quarter-Final,Win,Juan Carlos Ferrero,153
2007-540,Wimbledon,Grass,128,G,20070625,125,103819,1,,Roger Federer,R,185,SUI,25.87816564,1,7290,104755,12,,Richard Gasquet,R,185,FRA,21.0184804928,14,1775,7-5 6-3 6-4,5,SF,104,20,0,90,64,50,17,16,3,3,4,1,89,56,37,20,15,1,4,2007-06-25,#a56bc5,436.06,371.07,436.06,328.93,9,Semi-Final / Final,Win,Richard Gasquet,154
2007-540,Wimbledon,Grass,128,G,20070625,127,103819,1,,Roger Federer,R,185,SUI,25.87816564,1,7290,104745,2,,Rafael Nadal,L,185,ESP,21.0595482546,2,5225,7-6(7) 4-6 7-6(3) 2-6 6-2,5,F,225,24,3,156,111,79,28,25,7,11,1,2,167,118,81,28,25,5,8,2007-06-25,#f1c34a,704.96,35.95,704.96,664.05,11,Title Win,Win,Rafael Nadal,155
2007-560,US Open,Hard,128,G,20070827,1,103819,1,,Roger Federer,R,185,SUI,26.0506502396,1,7605,104812,,Q,Scoville Jenkins,R,188,USA,20.9253935661,319,110,6-3 6-2 6-4,5,R128,90,13,2,73,46,40,18,14,2,2,9,7,81,54,37,11,13,5,9,2007-08-27,#aeb7c6,113.83,225.81,113.83,474.19,5.5,Early Rounds,Win,Scoville Jenkins,156
2007-560,US Open,Hard,128,G,20070827,65,103819,1,,Roger Federer,R,185,SUI,26.0506502396,1,7605,104154,,Q,Paul Capdeville,R,190,CHI,24.4024640657,120,359,6-1 6-4 6-4,5,R64,88,5,1,72,47,35,19,14,0,1,5,2,84,51,33,13,13,4,9,2007-08-27,#aeb7c6,134.88,244.04,134.88,455.96,5.5,Early Rounds,Win,Paul Capdeville,157
2007-560,US Open,Hard,128,G,20070827,97,103819,1,,Roger Federer,R,185,SUI,26.0506502396,1,7605,104545,,WC,John Isner,R,206,USA,22.3353867214,184,223,6-7(4) 6-2 6-4 6-2,5,R32,135,10,1,107,71,57,26,19,1,1,17,5,121,88,60,15,19,4,9,2007-08-27,#aeb7c6,159.13,258.27,159.13,441.73,5.5,Early Rounds,Win,John Isner,158
2007-560,US Open,Hard,128,G,20070827,113,103819,1,,Roger Federer,R,185,SUI,26.0506502396,1,7605,103852,,,Feliciano Lopez,L,188,ESP,25.9329226557,60,586,3-6 6-4 6-1 6-4,5,R16,118,11,0,85,62,50,20,18,3,4,13,7,114,64,49,21,18,8,12,2007-08-27,#49b6c2,636.73,180.86,636.73,519.14,7.2,R16 / Quarter-Final,Win,Feliciano Lopez,159
2007-560,US Open,Hard,128,G,20070827,121,103819,1,,Roger Federer,R,185,SUI,26.0506502396,1,7605,104053,5,,Andy Roddick,R,188,USA,24.9911019849,5,2990,7-6(5) 7-6(4) 6-2,5,QF,121,15,0,101,62,50,28,16,1,1,14,0,103,74,57,14,16,2,4,2007-08-27,#49b6c2,176.70,64.08,176.70,635.92,7.2,R16 / Quarter-Final,Win,Andy Roddick,160
2007-560,US Open,Hard,128,G,20070827,125,103819,1,,Roger Federer,R,185,SUI,26.0506502396,1,7605,103786,4,,Nikolay Davydenko,R,178,RUS,26.2340862423,4,3255,7-5 6-1 7-5,5,SF,138,10,3,108,59,39,23,16,9,14,1,8,102,68,37,11,15,16,25,2007-08-27,#a56bc5,281.91,187.03,281.91,512.97,9,Semi-Final / Final,Win,Nikolay Davydenko,161
2007-560,US Open,Hard,128,G,20070827,127,103819,1,,Roger Federer,R,185,SUI,26.0506502396,1,7605,104925,3,,Novak Djokovic,R,188,SRB,20.2655715264,3,3670,7-6(4) 7-6(2) 6-4,5,F,144,11,4,106,66,52,25,17,7,9,5,7,116,64,45,29,17,2,5,2007-08-27,#f1c34a,558.50,112.85,558.50,587.15,11,Title Win,Win,Novak Djokovic,162
2008-580,Australian Open,Hard,128,G,20080114,1,103819,1,,Roger Federer,R,185,SUI,26.4339493498,1,7180,103701,,,Diego Hartfield,R,185,ARG,26.9514031485,107,410,6-0 6-3 6-0,5,R128,72,11,1,65,50,42,7,11,2,2,3,1,62,40,21,5,10,3,10,2008-01-14,#aeb7c6,292.73,637.69,292.73,62.31,5.5,Early Rounds,Win,Diego Hartfield,163
2008-580,Australian Open,Hard,128,G,20080114,65,103819,1,,Roger Federer,R,185,SUI,26.4339493498,1,7180,102148,,,Fabrice Santoro,R,178,FRA,35.0965092402,36,852,6-1 6-2 6-0,5,R64,80,6,1,61,42,32,15,11,2,2,2,0,69,45,20,9,10,7,14,2008-01-14,#aeb7c6,187.52,272.59,187.52,427.41,5.5,Early Rounds,Win,Fabrice Santoro,164
2008-580,Australian Open,Hard,128,G,20080114,97,103819,1,,Roger Federer,R,185,SUI,26.4339493498,1,7180,104386,,,Janko Tipsarevic,R,180,SRB,23.5619438741,49,657,6-7(5) 7-6(1) 5-7 6-1 10-8,5,R32,265,39,1,167,107,95,33,31,0,3,12,6,207,106,75,58,30,16,21,2008-01-14,#aeb7c6,218.33,283.73,218.33,416.27,5.5,Early Rounds,Win,Janko Tipsarevic,165
2008-580,Australian Open,Hard,128,G,20080114,113,103819,1,,Roger Federer,R,185,SUI,26.4339493498,1,7180,104607,13,,Tomas Berdych,R,196,CZE,22.3244353183,13,1685,6-4 7-6(7) 6-3,5,R16,117,11,1,94,59,44,26,16,2,3,7,4,96,54,41,20,15,4,7,2008-01-14,#49b6c2,611.12,282.09,611.12,417.91,7.2,R16 / Quarter-Final,Win,Tomas Berdych,166
2008-580,Australian Open,Hard,128,G,20080114,121,103819,1,,Roger Federer,R,185,SUI,26.4339493498,1,7180,103484,12,,James Blake,R,185,USA,28.0465434634,15,1610,7-5 7-6(5) 6-4,5,QF,119,13,0,96,65,49,18,17,0,3,8,5,116,67,47,21,17,5,10,2008-01-14,#49b6c2,644.15,239.97,644.15,460.03,7.2,R16 / Quarter-Final,Win,James Blake,167
2008-580,Australian Open,Hard,128,G,20080114,125,104925,3,,Novak Djokovic,R,188,SRB,20.6488706366,3,4315,103819,1,,Roger Federer,R,185,SUI,26.4339493498,1,7180,7-5 6-3 7-6(5),5,SF,146,13,6,113,77,60,15,17,7,9,10,2,109,68,48,18,16,7,11,2008-01-14,#a56bc5,199.05,128.35,199.05,571.65,9,Semi-Final / Final,Loss,Novak Djokovic,168
2008-520,Roland Garros,Clay,128,G,20080525,1,103819,1,,Roger Federer,R,185,SUI,26.7980835044,1,6675,105023,,,Sam Querrey,R,198,USA,20.6351813826,40,835,6-4 6-4 6-3,5,R128,95,5,1,79,53,42,14,14,1,2,6,4,92,41,26,28,15,7,12,2008-05-25,#aeb7c6,521.09,628.34,521.09,71.66,5.5,Early Rounds,Win,Sam Querrey,169
2008-520,Roland Garros,Clay,128,G,20080525,65,103819,1,,Roger Federer,R,185,SUI,26.7980835044,1,6675,103656,,,Albert Montanes,R,175,ESP,27.4962354552,60,596,6-7(5) 6-1 6-0 6-4,5,R64,145,13,1,110,76,65,18,18,6,6,2,8,135,83,49,25,17,12,18,2008-05-25,#aeb7c6,279.12,649.68,279.12,50.32,5.5,Early Rounds,Win,Albert Montanes,170
2008-520,Roland Garros,Clay,128,G,20080525,97,103819,1,,Roger Federer,R,185,SUI,26.7980835044,1,6675,104339,,,Mario Ancic,R,196,CRO,24.1560574949,46,735,6-3 6-4 6-2,5,R32,96,8,1,71,45,36,20,14,2,3,2,0,75,47,31,10,13,2,7,2008-05-25,#aeb7c6,386.65,593.22,386.65,106.78,5.5,Early Rounds,Win,Mario Ancic,171
2008-520,Roland Garros,Clay,128,G,20080525,113,103819,1,,Roger Federer,R,185,SUI,26.7980835044,1,6675,103898,,,Julien Benneteau,R,185,FRA,26.431211499,55,670,6-4 7-5 7-5,5,R16,146,6,3,98,52,40,26,17,7,10,5,1,118,74,38,28,17,10,16,2008-05-25,#49b6c2,578.27,52.32,578.27,647.68,7.2,R16 / Quarter-Final,Win,Julien Benneteau,172
2008-520,Roland Garros,Clay,128,G,20080525,121,103819,1,,Roger Federer,R,185,SUI,26.7980835044,1,6675,103602,24,,Fernando Gonzalez,R,183,CHI,27.8247775496,25,1160,2-6 6-2 6-3 6-4,5,QF,121,11,0,96,62,44,24,18,3,6,3,0,100,72,40,17,17,8,13,2008-05-25,#49b6c2,308.21,115.77,308.21,584.23,7.2,R16 / Quarter-Final,Win,Fernando Gonzalez,173
2008-520,Roland Garros,Clay,128,G,20080525,125,103819,1,,Roger Federer,R,185,SUI,26.7980835044,1,6675,104792,,,Gael Monfils,R,193,FRA,21.7330595483,59,613,6-2 5-7 6-3 7-5,5,SF,185,2,1,136,97,67,20,20,10,13,10,5,150,89,62,22,21,8,15,2008-05-25,#a56bc5,378.13,144.61,378.13,555.39,9,Semi-Final / Final,Win,Gael Monfils,174
2008-520,Roland Garros,Clay,128,G,20080525,127,104745,2,,Rafael Nadal,L,185,ESP,21.9794661191,2,5585,103819,1,,Roger Federer,R,185,SUI,26.7980835044,1,6675,6-1 6-3 6-0,5,F,108,0,0,67,50,35,11,11,3,4,2,0,77,53,26,5,11,9,17,2008-05-25,#a56bc5,374.22,219.98,374.22,480.02,9,Semi-Final / Final,Loss,Rafael Nadal,175
2008-540,Wimbledon,Grass,128,G,20080623,1,103819,1,,Roger Federer,R,185,SUI,26.8747433265,1,6900,103103,,,Dominik Hrbaty,R,183,SVK,30.4668035592,273,136,6-3 6-2 6-2,5,R128,80,10,0,78,54,42,15,13,0,0,2,7,69,39,24,12,12,6,11,2008-06-23,#aeb7c6,277.64,669.10,277.64,30.90,5.5,Early Rounds,Win,Dominik Hrbaty,176
2008-540,Wimbledon,Grass,128,G,20080623,65,103819,1,,Roger Federer,R,185,SUI,26.8747433265,1,6900,104417,,,Robin Soderling,R,193,SWE,23.8576317591,41,855,6-3 6-4 7-6(3),5,R64,121,15,0,96,58,47,22,16,3,4,6,5,114,63,44,25,15,5,8,2008-06-23,#aeb7c6,491.39,314.39,491.39,385.61,5.5,Early Rounds,Win,Robin Soderling,177
2008-540,Wimbledon,Grass,128,G,20080623,97,103819,1,,Roger Federer,R,185,SUI,26.8747433265,1,6900,102967,,,Marc Gicquel,R,188,FRA,31.2334017796,53,724,6-3 6-3 6-1,5,R32,82,10,1,68,49,41,11,13,2,3,5,1,82,55,35,7,12,7,13,2008-06-23,#aeb7c6,252.69,295.41,252.69,404.59,5.5,Early Rounds,Win,Marc Gicquel,178
2008-540,Wimbledon,Grass,128,G,20080623,113,103819,1,,Roger Federer,R,185,SUI,26.8747433265,1,6900,103720,24,,Lleyton Hewitt,R,180,AUS,27.3264887064,27,1050,7-6(7) 6-2 6-4,5,R16,110,21,3,98,60,51,20,15,8,8,8,1,87,54,42,16,15,0,3,2008-06-23,#49b6c2,396.06,85.78,396.06,614.22,7.2,R16 / Quarter-Final,Win,Lleyton Hewitt,179
2008-540,Wimbledon,Grass,128,G,20080623,121,103819,1,,Roger Federer,R,185,SUI,26.8747433265,1,6900,104339,,,Mario Ancic,R,196,CRO,24.2327173169,43,845,6-1 7-5 6-4,5,QF,102,15,0,71,49,43,18,15,0,0,9,2,95,58,41,17,14,6,10,2008-06-23,#49b6c2,333.53,646.47,333.53,53.53,7.2,R16 / Quarter-Final,Win,Mario Ancic,180
2008-540,Wimbledon,Grass,128,G,20080623,125,103819,1,,Roger Federer,R,185,SUI,26.8747433265,1,6900,103498,,,Marat Safin,R,193,RUS,28.4052019165,75,530,6-3 7-6(3) 6-4,5,SF,103,15,0,90,60,46,24,16,2,2,13,0,93,62,46,17,15,3,5,2008-06-23,#a56bc5,377.56,107.90,377.56,592.10,9,Semi-Final / Final,Win,Marat Safin,181
2008-540,Wimbledon,Grass,128,G,20080623,127,104745,2,,Rafael Nadal,L,185,ESP,22.0561259411,2,5755,103819,1,,Roger Federer,R,185,SUI,26.8747433265,1,6900,6-4 6-4 6-7(5) 6-7(8) 9-7,5,F,288,6,3,218,160,111,34,30,12,13,25,2,195,127,92,39,30,9,13,2008-06-23,#a56bc5,389.91,652.11,389.91,47.89,9,Semi-Final / Final,Loss,Rafael Nadal,182
2008-560,US Open,Hard,128,G,20080825,64,103819,2,,Roger Federer,R,185,SUI,27.0472279261,2,5930,104216,,,Maximo Gonzalez,R,175,ARG,25.1006160164,118,416,6-3 6-0 6-3,5,R128,82,14,1,76,57,42,10,12,6,7,1,3,75,50,28,8,12,6,13,2008-08-25,#aeb7c6,219.73,246.55,219.73,453.45,5.5,Early Rounds,Win,Maximo Gonzalez,183
2008-560,US Open,Hard,128,G,20080825,96,103819,2,,Roger Federer,R,185,SUI,27.0472279261,2,5930,103999,,Q,Thiago Alves,R,178,BRA,26.2614647502,137,343,6-3 7-5 6-4,5,R64,134,19,2,95,61,49,19,16,2,3,2,2,125,68,41,30,15,11,15,2008-08-25,#aeb7c6,208.10,219.12,208.10,480.88,5.5,Early Rounds,Win,Thiago Alves,184
2008-560,US Open,Hard,128,G,20080825,112,103819,2,,Roger Federer,R,185,SUI,27.0472279261,2,5930,103285,28,,Radek Stepanek,R,185,CZE,29.7440109514,30,1006,6-3 6-3 6-2,5,R32,96,12,3,76,55,41,14,13,1,2,1,5,86,57,36,9,13,5,11,2008-08-25,#aeb7c6,170.84,137.20,170.84,562.80,5.5,Early Rounds,Win,Radek Stepanek,185
2008-560,US Open,Hard,128,G,20080825,120,103819,2,,Roger Federer,R,185,SUI,27.0472279261,2,5930,104214,23,,Igor Andreev,R,185,RUS,25.1170431211,23,1145,6-7(5) 7-6(5) 6-3 3-6 6-3,5,R16,211,10,5,168,114,86,31,26,13,15,8,7,165,100,78,32,25,4,7,2008-08-25,#49b6c2,409.15,570.02,409.15,129.98,7.2,R16 / Quarter-Final,Win,Igor Andreev,186
2008-560,US Open,Hard,128,G,20080825,124,103819,2,,Roger Federer,R,185,SUI,27.0472279261,2,5930,104180,,Q,Gilles Muller,L,193,LUX,25.2977412731,130,371,7-6(5) 6-4 7-6(5),5,QF,144,8,0,103,63,54,26,17,2,2,16,4,121,76,59,25,17,10,11,2008-08-25,#49b6c2,425.39,622.08,425.39,77.92,7.2,R16 / Quarter-Final,Win,Gilles Muller,187
2008-560,US Open,Hard,128,G,20080825,126,103819,2,,Roger Federer,R,185,SUI,27.0472279261,2,5930,104925,3,,Novak Djokovic,R,188,SRB,21.2621492129,3,5105,6-3 5-7 7-5 6-2,5,SF,164,20,1,125,80,61,27,21,2,4,6,5,124,80,57,20,20,7,12,2008-08-25,#a56bc5,469.43,90.89,469.43,609.11,9,Semi-Final / Final,Win,Novak Djokovic,188
2008-560,US Open,Hard,128,G,20080825,127,103819,2,,Roger Federer,R,185,SUI,27.0472279261,2,5930,104918,6,,Andy Murray,R,190,GBR,21.2813141684,6,2415,6-2 7-5 6-2,5,F,111,3,0,81,47,37,16,14,3,5,3,3,81,45,23,17,14,3,10,2008-08-25,#f1c34a,417.76,596.42,417.76,103.58,11,Title Win,Win,Andy Murray,189
2009-580,Australian Open,Hard,128,G,20090119,64,103819,2,,Roger Federer,R,185,SUI,27.4496919918,2,10700,104312,,,Andreas Seppi,R,190,ITA,24.9117043121,35,1820,6-1 7-6(4) 7-5,5,R128,280,9,5,115,76,56,23,16,10,10,1,6,109,70,48,18,15,7,10,2009-01-19,#aeb7c6,194.99,191.92,194.99,508.08,5.5,Early Rounds,Win,Andreas Seppi,190
2009-580,Australian Open,Hard,128,G,20090119,96,103819,2,,Roger Federer,R,185,SUI,27.4496919918,2,10700,105095,,Q,Evgeny Korolev,R,185,KAZ,20.9308692676,118,808,6-2 6-3 6-1,5,R64,85,8,3,68,41,28,20,12,0,1,2,3,80,41,22,17,12,5,12,2009-01-19,#aeb7c6,182.51,165.53,182.51,534.47,5.5,Early Rounds,Win,Evgeny Korolev,191
2009-580,Australian Open,Hard,128,G,20090119,112,103819,2,,Roger Federer,R,185,SUI,27.4496919918,2,10700,103498,26,,Marat Safin,R,193,RUS,28.9801505818,27,2050,6-3 6-2 7-6(5),5,R32,110,9,1,89,54,46,22,15,0,0,14,2,88,44,30,24,14,1,4,2009-01-19,#aeb7c6,158.98,110.62,158.98,589.38,5.5,Early Rounds,Win,Marat Safin,192
2009-580,Australian Open,Hard,128,G,20090119,120,103819,2,,Roger Federer,R,185,SUI,27.4496919918,2,10700,104607,20,,Tomas Berdych,R,196,CZE,23.3401779603,21,2400,4-6 6-7(4) 6-4 6-4 6-2,5,R16,205,20,5,159,108,76,24,25,7,12,7,2,151,93,65,27,25,4,12,2009-01-19,#49b6c2,417.47,169.03,417.47,530.97,7.2,R16 / Quarter-Final,Win,Tomas Berdych,193
2009-580,Australian Open,Hard,128,G,20090119,124,103819,2,,Roger Federer,R,185,SUI,27.4496919918,2,10700,105223,8,,Juan Martin Del Potro,R,198,ARG,20.3230663929,6,4060,6-3 6-0 6-0,5,QF,80,12,0,53,37,32,12,11,0,0,5,2,66,39,18,9,10,4,11,2009-01-19,#49b6c2,543.95,622.05,543.95,77.95,7.2,R16 / Quarter-Final,Win,Juan Martin Del Potro,194
2009-580,Australian Open,Hard,128,G,20090119,126,103819,2,,Roger Federer,R,185,SUI,27.4496919918,2,10700,104053,7,,Andy Roddick,R,188,USA,26.3901437372,9,3940,6-2 7-5 7-5,5,SF,125,16,0,96,63,52,19,16,3,3,8,2,94,61,43,17,16,9,13,2009-01-19,#a56bc5,447.89,118.27,447.89,581.73,9,Semi-Final / Final,Win,Andy Roddick,195
2009-580,Australian Open,Hard,128,G,20090119,127,104745,1,,Rafael Nadal,L,185,ESP,22.6310746064,1,13160,103819,2,,Roger Federer,R,185,SUI,27.4496919918,2,10700,7-5 3-6 7-6(3) 3-6 6-2,5,F,259,4,4,175,112,74,30,24,13,19,11,6,172,89,65,38,26,9,16,2009-01-19,#a56bc5,543.57,590.98,543.57,109.02,9,Semi-Final / Final,Loss,Rafael Nadal,196
2009-520,Roland Garros,Clay,128,G,20090525,64,103819,2,,Roger Federer,R,185,SUI,27.794661191,2,10470,103252,,,Alberto Martin,R,175,ESP,30.7624914442,98,795,6-4 6-3 6-2,5,R128,103,10,0,75,51,40,16,14,0,1,0,3,87,56,34,13,13,5,10,2009-05-25,#aeb7c6,74.29,181.75,74.29,518.25,5.5,Early Rounds,Win,Alberto Martin,197
2009-520,Roland Garros,Clay,128,G,20090525,96,103819,2,,Roger Federer,R,185,SUI,27.794661191,2,10470,104076,,,Jose Acasuso,R,190,ARG,26.5954825462,45,1210,7-6(8) 5-7 7-6(2) 6-2,5,R64,205,11,0,142,101,75,22,22,5,10,5,2,154,96,59,31,22,6,12,2009-05-25,#aeb7c6,58.52,158.32,58.52,541.68,5.5,Early Rounds,Win,Jose Acasuso,198
